filename,title,description,feature,topic,audience,role,level
./help/analysis-workspace/visualizations/venn-diagram-visualization.md,Venn Diagram Visualization in Analysis Workspace,"You can visually show overlap and intersection of segments in Analysis Workspace using the Venn diagram visualization. It's easy to create stunning, insightful Venn diagrams in a matter of seconds. This video will show you how.",Visualizations,,,Business Practitioner,Beginner
./help/analysis-workspace/visualizations/visualization-data-source-settings.md,Visualization Data Source Settings in Analysis Workspace,"The data source modal has been simplified, as well as the underlying table architecture.",Visualizations,,,Business Practitioner,Beginner
./help/analysis-workspace/applying-segments/applying-segments-to-your-analysis-workspace-project.md,Applying Segments to your Analysis Workspace project,"In this video, learn how to limit the data in your tables and visualizations by applying segments to your data.",Segmentation,,,Business Practitioner,Beginner
./help/analysis-workspace/applying-segments/using-segments-in-analysis-workspace.md,Using Segments in Analysis Workspace,Learn how to apply segments to Analysis Workspace projects.,Segmentation,,,Business Practitioner,Beginner
./help/analysis-workspace/applying-segments/ad-hoc-temporary-segments.md,Ad Hoc (Temporary) Segments in Analysis Workspace,"Have you ever wanted to quickly create a simple segment to answer a specific question, then discard the segment so it doesn't fill up your list of saved segments? Now you can!",Segmentation,,,Business Practitioner,Beginner
./help/analysis-workspace/attribution-iq/using-different-attribution-iq-models-with-segments.md,Using different Attribution IQ models with segments in Analysis Workspace,In this video you will learn how to use Attribution IQ models in conjunction with Adobe Analytics segments on your site.,Attribution,,,Business Practitioner,Intermediate
./help/analysis-workspace/applying-segments/using-segments-as-dimensions-in-analysis-workspace.md,Using Segments as Dimensions in Analysis Workspace ,This video shows how you can compare and visualize segments by using them as a dimension in Analysis Workspace.,Segmentation,,,Business Practitioner,Beginner
./help/analysis-workspace/applying-segments/using-segments-to-limit-data-in-analysis-workspace.md,Using segments to limit data in Analysis Workspace,This video shows how you can limit users of a project in Analysis Workspace to a specific segment (or segments) as they are working with the tool.,Segmentation,,,Business Practitioner,Beginner
./help/analysis-workspace/metrics/understanding-basic-visitor-metrics.md,Understanding Basic Visitor Metrics,"Page Views, Visits, and Visitors (oh my?). This brief video will give you some basic info on understanding these staples to understanding Web site traffic.",Metrics,,,Business Practitioner,Beginner
./help/analysis-workspace/dimensions/adding-dimensions-and-metrics-to-your-project-in-analysis-workspace.md,Adding Dimensions and Metrics to your Project in Analysis Workspace,"In this video, learn about dimensions and metrics, the difference between them, and how to add them to your tables and visualizations in Analysis Workspace. Also learn how to add out-of-the-box Calculated Metrics.",Dimensions,,,Business Practitioner,Beginner
./help/analysis-workspace/metrics/introduction-to-conversion-events.md,Introduction to Conversion Events,"In this video, get an introduction to conversion ""events"", or the variable that helps track the conversions on your site (E.g. orders, sign-ups, registrations, form completions, etc.)",Metrics,,,Business Practitioner,Beginner
./help/analysis-workspace/dimensions/introduction-to-traffic-variables-props.md,Introduction to Traffic Variables (Props),"In this video, get an introduction to traffic variables, including Page Name, Site Section, and ""props"".",Dimensions,,,Business Practitioner,Beginner
./help/analysis-workspace/dimensions/introduction-to-conversion-variables-evars.md,Introduction to Conversion Variables (eVars),"In this video, get an introduction to conversion variables, also known as ""eVars"". Also learn the difference between traffic and conversion variables and how they relate to conversion events.",Dimensions,,,Business Practitioner,Beginner
./help/analysis-workspace/calendar-and-date-ranges/using-dates-in-analysis-workspace.md,Using Dates in Analysis Workspace,"""This video explains three different ways to work with dates in Freeform Analysis: the calendar, the date range elements, and the granularity elements. Not shown, somewhat embarrassingly: how to use dates to enable line charts. """,Calendar,,,Business Practitioner,Beginner
./help/analysis-workspace/calendar-and-date-ranges/using-date-ranges-and-comparisons-in-analysis-workspace.md,Using Date Ranges and Comparisons in Analysis Workspace,"In this video, you will learn how to use dates, date ranges, and date comparisons to customize your tables and visualizations to the right time frame.",Calendar,,,Business Practitioner,Beginner
./help/analysis-workspace/calendar-and-date-ranges/date-ranges-and-calendar-in-analysis-workspace.md,Using Date Ranges and Calendar in Analysis Workspace,You can use custom date ranges as presets in the calendar in your Analysis Workspace projects. You can also drag and drop them onto the calendar to quickly apply them as date ranges in your projects. This video shows you how to do both of these things in Analysis Workspace in Adobe Analytics.,Calendar,,,Business Practitioner,Beginner
./help/analysis-workspace/calendar-and-date-ranges/creating-custom-date-ranges-in-analysis-workspace.md,Creating Custom Date Ranges in Analysis Workspace,This video walks you through how to use date ranges in Analysis Workspace.,Calendar,,,Business Practitioner,Beginner
./help/analysis-workspace/calendar-and-date-ranges/date-comparisons-in-analysis-workspace.md,Date Comparisons in Analysis Workspace,"In this video, we we will show you how to leverage two date comparison features in freeform tables - 'add time period column' and 'compare time periods.'",Calendar,,,Business Practitioner,Beginner
./help/analysis-workspace/calendar-and-date-ranges/adding-prior-month-and-year-comparisons-to-trends.md,Adding Prior Month and Year Comparisons to Trends,Learn how to apply custom date ranges to create monthly and yearly trend Comparisons for any metric in Analysis Workspace.,Calendar,,,Business Practitioner,Beginner
./help/analysis-workspace/analyzing-customer-journeys/understanding-and-using-journey-iq-cross-device-analytics.md,Understanding and Using Journey IQ - Cross-Device Analytics,"When users interact with your brand they do so in many ways and on multiple devices. Cross-Device Analytics integrates with the Adobe Experience Platform Identity Service to identify how devices map to people. It then leverages this intelligence to create a cross-device view of user behavior. This results in being able to do analysis on people, not devices.",CDA,,,Business Practitioner,Intermediate
./help/analysis-workspace/analyzing-customer-journeys/fallout-visualization.md,Fallout Visualization in Analysis Workspace,This video walks you through the Fallout visualization available in Analysis Workspace in Adobe Analytics. Use Fallout to create funnels or show user flow-through on key app/site workflows.,Visualizations,,,Business Practitioner,Beginner
./help/analysis-workspace/analyzing-customer-journeys/enhancements-to-fallout-visualization.md,Enhancements to Fallout Visualization in Analysis Workspace,"This video shows updates to the Fallout Visualization that have been highly requested by customers, including direct vs eventual steps, renaming touch points, comparing unlimited segments, and trending touchpoint conversion percentages over time.",Visualizations,,,Business Practitioner,Beginner
./help/analysis-workspace/analyzing-customer-journeys/multi-dimensional-fallout.md,Multidimensional Fallout in Analysis Workspace,Fallout in Analysis Workspace allows you to mix and match dimensions and metrics as touchpoints in funnels and workflows.,Visualizations,,,Business Practitioner,Beginner
./help/analysis-workspace/analyzing-customer-journeys/comparing-segments-in-fallout.md,Comparing segments in Fallout in Analysis Workspace,This video shows how to compare key workflows across various segments in Analysis Workspace.,Visualizations,,,Business Practitioner,Beginner
./help/analysis-workspace/analyzing-customer-journeys/flow-visualization.md,Flow Visualization in Analysis Workspace,"This video walks you through the Flow visualization in Analysis Workspace. You can use Flow to show and explore user movement, to better understand your customer journey.",Visualizations,,,Business Practitioner,Beginner
./help/analysis-workspace/analyzing-customer-journeys/expanding-on-flow-visualization.md,Expanding on Flow visualization in Analysis Workspace,"This video shows the various right-click options available in the Flow visualization in Analysis Workspace. Options include creating a segment from a path, collapsing columns, and more.",Visualizations,,,Business Practitioner,Beginner
./help/analysis-workspace/analyzing-customer-journeys/text-wrapping-and-multi-dimensional-flow.md,Text-Wrapping and Multi-Dimensional Flow in Analysis Workspace,"This video shows how to turn on and off label truncation in your flow visualization. Also, learn to drag and drop dimensions on to your flow for multi-dimensional flow analysis.",Visualizations,,,Business Practitioner,Beginner
./help/analysis-workspace/curate-and-share-projects/saving-sharing-and-collaborating-on-projects-in-analysis-workspace.md,"Saving, sharing, and Collaborating on Projects in Analysis Workspace","In this video, learn how to save and export projects for yourself, send projects to other recipients, and invite others to collaborate on your project.",Curate and Share,,,Business Practitioner,Beginner
./help/analysis-workspace/curate-and-share-projects/curation-and-sharing-in-analysis-workspace.md,Curation and Sharing in Analysis Workspace,"Once you have built a project in Analysis Workspace, you can curate (simplify) it and share it with other teams and individuals in your organizations so that they can explore it and self-serve with data. This video shows you how to work with curation and sharing.",Curate and Share,,,Business Practitioner,Beginner
./help/analysis-workspace/curate-and-share-projects/direct-link-to-a-project.md,Direct Link to a project in Analysis Workspace,This video shows how you can better democratize analytics by creating shortened links which will take your colleagues to your Analysis Workspace projects.,Curate and Share,,,Business Practitioner,Beginner
./help/analysis-workspace/curate-and-share-projects/download-50000-items-as-csv.md,"Download 50,000 Items as CSV","The Download items as CSV option allows you download up to 50,000 items for a dimension in a freeform table, with segments and filters applied. While the UI will continue to show up to 400 items before pagination, this option allows you to access more rows of data outside of Analysis Workspace.",Curate and Share,,,Business Practitioner,Beginner
./help/exporting/from-the-ui/export-to-csv-from-analysis-workspace.md,Export to CSV from Analysis Workspace, Learn how to export Freeform projects to CSV for Analysis in Excel and other BI tools.,Curate and Share,,,Business Practitioner,Beginner
./help/analysis-workspace/curate-and-share-projects/share-embedded-components.md,Share embedded components in Analysis Workspace,"Sometimes you want to share an Analysis Workspace project, but you forget to also share the segments and metrics that you included with your colleagues. This video shows how you can now share segments and metrics in the process of sharing your projects so that colleagues see what you intended every time.",Curate and Share,,,Business Practitioner,Beginner
./help/analysis-workspace/curate-and-share-projects/scheduled-downloadable-projects-analysis-workspace.md,Scheduled and Downloadable Projects in Analysis Workspace,"Analysis Workspace allows you to schedule and download projects to PDFs and CSVs. This video shows how you can schedule projects for future delivery to yourself or colleagues, as well as how you can download PDFs of projects you're working on.",Curate and Share,,,Business Practitioner,Beginner
./help/analysis-workspace/curate-and-share-projects/project-sharing-in-analysis-workspace.md,Project Sharing in Analysis Workspace,"Project sharing is one way to democratize data and insights from Analysis Workspace to users in your organization. You can place recipients in one of three project roles, depending on the project experience you want them to have - Edit, Duplicate and View.",Curate and Share,,,Business Practitioner,Beginner
./help/analysis-workspace/curate-and-share-projects/view-only-projects-in-analysis-workspace.md,View-only Projects in Analysis Workspace,"Workspace projects can be shared to users as “Can view” only. When a View recipient opens the shared project, they receive a more restrictive project experience, with no left rail and limited interactions.",Curate and Share,,,Business Practitioner,Beginner
./help/analysis-workspace/attribution-iq/using-cross-tab-analysis-to-explore-basic-marketing-attribution-in-analysis-workspace.md,Using Cross-tab Analysis to Explore Basic Marketing Attribution in Analysis Workspace,"There are many ways you can take your attribution methodology to the next level with Adobe Analytics. In this video, we highlight how you can derive deeper insights from the Marketing Channels report using cross-tab analysis in Workspace.",Marketing Channels,,,Business Practitioner,Intermediate
./help/analysis-workspace/attribution-iq/adding-side-by-side-comparisons-of-attribution-iq-models.md,Adding side-by-side comparisons of Attribution IQ Models in Analysis Workspace,"In this video, learn how to quickly compare Attribution IQ models, including an auto-created column that shows the percent difference between the two models' numbers.",Attribution,,,Business Practitioner,Intermediate
./help/analysis-workspace/attribution-iq/attribution-iq-in-calculated-metrics.md,Attribution IQ in Calculated Metrics,This video demonstrates how to use Attribution IQ in Calculated Metrics.,Attribution,,,Business Practitioner,Intermediate
./help/analysis-workspace/attribution-iq/algorithmic-model-in-attribution-iq.md,Algorithmic Model in Attribution IQ,The Algorithmic Attribution model in Analysis Workspace uses statistical techniques to dynamically determine the optimal allocation of credit for the selected metric.,Attribution,,,Business Practitioner,Intermediate
./help/analysis-workspace/attribution-iq/custom-lookback-windows-in-attribution-iq.md,Custom Look-back Windows in Attribution IQ,"Custom look-back windows let you to expand the attribution window beyond the reporting range (up to a maximum of 90 days), and applies to each conversion in the reporting range. This option will typically increase the attribution accuracy for events that happen early in the reporting period by accounting for interactions that occurred in the prior month(s).",Attribution,,,Business Practitioner,Intermediate
./help/analysis-workspace/cohort-analysis/cohort-analysis-workspace.md,Cohort Analysis in Analysis Workspace,How to build a cohort analysis table in Analysis Workspace.,Visualizations,,,Business Practitioner,Intermediate
./help/analysis-workspace/cohort-analysis/overview-of-cohort-tables-in-analysis-workspace.md,Overview of Cohort Tables in Analysis Workspace,"The Rolling Calculation setting within Cohort Tables can be used to analyze cohorts period-over-period, to understand how the same users are retained (or churn) over time.",Visualizations,,,Business Practitioner,Intermediate
./help/analysis-workspace/cohort-analysis/cohort-table-settings.md,Cohort Table Settings,There are several Cohort table settings that allow you to customize your view of retention or churn. See them highlighted in this video. ,Visualizations,,,Business Practitioner,Intermediate
./help/analysis-workspace/cohort-analysis/churn-analysis-with-cohort-tables.md,Churn Analysis with Cohort Tables,"Cohort Tables offer two analysis types - Retention and Churn. While Retention shows how many users are retained over time, the Churn option will depict how many users were lost (1 - Retention).",Visualizations,,,Business Practitioner,Intermediate
./help/analysis-workspace/cohort-analysis/cohort-analysis-using-any-dimension.md,Cohort Analysis Using Any Dimension,"The Custom Cohort Dimension option allows you to analyze cohorts using dimensions other than time. Compare cohorts by Marketing Channel, campaign region, product page, etc. to better understand how retention (or churn) changes by dimension item.",Visualizations,,,Business Practitioner,Intermediate
./help/analysis-workspace/cohort-analysis/latency-analysis-with-cohort-tables.md,Latency Analysis with Cohort Tables,"The Latency Table setting in Cohort Tables allows you to analyze behavior of your cohorts before and after the inclusion event (not just after like standard Cohort depicts). This setting is helpful for analyzing the impact of a new product or campaign launch, as an example.",Visualizations,,,Business Practitioner,Intermediate
./help/analysis-workspace/cohort-analysis/calculate-rolling-retention-in-cohort-tables.md,Calculate Rolling Retention in Cohort Tables ,"The Rolling Calculation setting within Cohort Tables can be used to analyze cohorts period-over-period, to understand how the same users are retained (or churn) over time.",Visualizations,,,Business Practitioner,Intermediate
./help/analysis-workspace/voice-analytics/how-to-manage-and-track-your-voice-assistant-app-data.md,How to Manage and Track Your Voice Assistant App Data,"Learn how to build a customized dashboard to manage and track performance of your voice assistant app in an easy, flexible, intuitive and visual way. ",Visualizations,,,Business Practitioner,Intermediate
./help/analysis-workspace/voice-analytics/understand-differences-across-voice-enabled-devices.md,Understand Differences Across Voice-Enabled Devices,Learn how to understand the different performance and functionalities across various voice-assisted devices to help prioritize product roadmap.,Visualizations,,,Business Practitioner,Intermediate
./help/analysis-workspace/voice-analytics/finding-opportunities-to-increase-engagement-for-voice-apps.md,Finding Opportunities To Increase Engagement for Voice Apps,"Learn how to have a deep understanding of the quality of engagement on your voice app by leveraging features such as frequency of uses, cohort, visit/user and session lengths.",Visualizations,,,Business Practitioner,Intermediate
./help/analysis-workspace/voice-analytics/reducing-error-rates-and-improving-success-rates-in-your-voice-app.md,Reducing Error Rates and Improving Success Rates in Your Voice App,"Learn how to find areas of improvement for your voice app with features such as churn, success and error rates and fallback intent.",Visualizations,,,Business Practitioner,Intermediate
./help/analysis-workspace/voice-analytics/understand-user-behavior-on-voice-assistants.md,Understand User Behavior on Voice Assistants,"Learn how to understand user behavior and gain insights by looking at key metrics such as top intents, parameters and user authentication.",Visualizations,,,Business Practitioner,Intermediate
./help/analysis-workspace/voice-analytics/understanding-the-users-voice-journey.md,Understanding the User's Voice Journey,"Learn how to understand the customer journey on voice app by looking at flow path and fall out to identify what the most common actions are, the sequence of those actions and when and where users fall out from the journey.",Visualizations,,,Business Practitioner,Intermediate
./help/reports-and-analytics/realtime-reporting-in-reports-and-analytics.md,Real-time Reporting in Reports and Analytics,This video shows a handful of updates that Adobe has made to the Real-Time Report in Reports & Analytics in Adobe Analytics.,Analytics Basics,,,Business Practitioner,Beginner
./help/administration/user-management/adding-an-administrator-to-adobe-analytics.md,Adding an Administrator to Adobe Analytics,Learn how to add a user as an Administrator in the Adobe Admin Console.,User Management,Administration,,Administrator,Beginner
./help/administration/user-management/limit-report-suite-access-in-the-admin-console.md,Limit Report Suite Access in the Admin Console,Adobe Analytics users need access to just the right data. Learn how to use the Admin Console to ensure users can only access the report suite(s) that are necessary to their role. Follow these quick steps in the Adobe Admin Console to create a report suite-specific product profile in your organization.,User Management,Administration,,Administrator,Beginner
./help/administration/manage-report-suites/configuring-zip-and-postal-code-settings.md,Configuring Zip and Postal Code Settings in Adobe Analytics,"In this video you will learn how to configure zip and postal code settings, so that you can do analysis based on this region data.",Data Configuration and Collection,Administration,,"Administrator, Architect",Beginner
./help/administration/manage-report-suites/configuring-variables-in-the-admin-console.md,Configuring Variables in the Admin Console,"After you define the variables and events that you are going to use in your Analytics implementation, you will need to go in and configure them in the Admin Console, so that the reports/dimensions/metrics all have the right names and behavior. This video shows you where and how to do just that.",Report Suite Settings,Administration,,"Administrator, Architect",Beginner
./help/administration/data-governance-and-gdpr/data-governance-and-gdpr.md,Data Governance and GDPR in Adobe Analytics,This video will walk you through Data Governance and how data labeling fits into GDPR readiness. It provides a hands-on example of data labeling using Data Governance.,Privacy,,,"Administrator, Architect",Intermediate
./help/administration/data-governance-and-gdpr/getting-the-right-people-on-your-analytics-team.md,Getting the Right People on Your Analytics Team,It's very important to get the right people on your team as you implement Adobe Analytics and as you analyze the activity on your site. This video will give you a quick run-down of the different roles you'll want to fill.,Analytics Basics,,,Administrator,Beginner
./help/administration/traffic-management/server-call-usage.md,Server Call Usage in Adobe Analytics,"Server Call usage reporting will make it possible for you to track exactly how much of your server call commitment you’ve used at any point in time, and will also proactively alert you when you are approaching your total commitment.",Data Configuration and Collection,Administration,,"Administrator, Architect",Beginner
./help/administration/logs/usage-log-tracking-for-analysis-workspace.md,Usage Log Tracking for Analysis Workspace,"Under Admin - Logs - Usage & Access, you can better understand your users' usage of Adobe Analytics. This video focuses specifically on measuring Workspace project usage.",Data Configuration and Collection,Administration,,Administrator,Beginner
./help/implementation/implementation-basics/first-time-implementation.md,First-time Adobe Analytics implementation,"It's easier than ever to implement Adobe Analytics. If you're brand new to our solution, this video will walk you through the process of getting up and running with data in a matter of minutes.",Implementation Basics,,,Business Practitioner,Beginner
./help/implementation/implementation-basics/map-contextdata-variables-into-props-and-evars-with-processing-rules.md,Map contextData Variables into Props and Evars with Processing Rules,"When using contextData variables in your Adobe Analytics implementation, in order to have your data show up in actual reports, you need to map the contextData variables to props/eVars in the Processing Rules interface. This video shows you how to do this.",Implementation Basics,,,Business Practitioner,Intermediate
./help/implementation/implementation-basics/how-to-identify-your-analytics-tracking-server-and-report-suites.md,How to Identify Your Analytics Tracking Server and Report Suites,"When setting up Adobe Analytics, or when referencing it in other Experience Cloud solutions, it is often helpful or even necessary to know the Analytics “Tracking Server” that you are using, or also the “Report Suite” that you are sending data into. This video shows you how to locate both values, whether or not you have already implemented Adobe Analytics.",Implementation Basics,,,"Developer, Data Engineer",Beginner
./help/implementation/implementation-basics/creating-a-business-requirements-document.md,Creating a Business Requirements Document,This video discusses the all-important step of defining what you want to track with Adobe Analytics. What are the things that you want to know about your site? Let's write them down and start to decide how we are going to track them. ,Implementation Basics,,,"Developer, Data Engineer",Beginner
./help/implementation/implementation-basics/creating-and-maintaining-an-sdr.md,Creating and Maintaining an SDR,"The Solution Design Reference (SDR) document is basically the blueprint for your site. This video shows how to create one, in conjunction with the Business Requirements Document, so that you can always have a source of truth that you can go back to as you implement Adobe Analytics, and as you refer back to it in the future.",Implementation Basics,,,"Developer, Data Engineer",Beginner
./help/implementation/implementation-basics/using-a-data-layer-on-your-site.md,Using a Data Layer on your Site,"It is considered a best practice to use a data layer on your site as you are working with the Experience Cloud, including when you are working with Adobe Analytics. This video introduces the data layer and shows and example.",Implementation Basics,,,"Developer, Data Engineer",Beginner
./help/implementation/via-adobe-launch/basic-configuration-of-the-analytics-launch-extension.md,Basic Configuration of the Analytics Launch extension,This video shows a quick way to configure the Analytics extension in Launch for a basic site.,Launch Implementation,,,"Developer, Data Engineer",Beginner
./help/implementation/via-adobe-launch/configuring-library-management-in-the-launch-analytics-extension.md,Configuring Library Management for Analytics,"If you are just getting started with Experience Platform Launch extension for Adobe Analytics, this video can help you with the library management portion of the configuration, including selecting report suites into which you want to send data.",Launch Implementation,,,"Developer, Data Engineer",Beginner
./help/implementation/via-adobe-launch/configuring-general-settings-in-the-launch-analytics-extension.md,Configuring General Settings in the Launch Analytics Extension,"If you are just getting started with Launch, by Adobe, and the Adobe Analytics extension, this video can help you with the general settings portion of the configuration, including setting the tracking server.",Launch Implementation,,,"Developer, Data Engineer",Beginner
./help/implementation/via-adobe-launch/configuring-global-variables-in-the-launch-analytics-extension.md,Configuring Global Variables in the Launch Analytics Extension,"If you are just getting started with Launch, by Adobe, and the Adobe Analytics extension, this video can help you understand when and where to set global variables, I.e. values that you want to be set on every page or click.",Launch Implementation,,,"Developer, Data Engineer",Beginner
./help/implementation/via-adobe-launch/configuring-cookie-settings-in-the-launch-analytics-extension.md,Configuring Cookie Settings in the Launch Analytics Extension,"If you are just getting started with Launch, by Adobe, and the Adobe Analytics extension, this video can help you understand if and how to set the cookie settings in the Analytics extension.",Launch Implementation,,,"Developer, Data Engineer",Beginner
./help/implementation/via-adobe-launch/using-custom-code-while-configuring-the-launch-analytics-extension.md,Using Custom Code while Configuring the Analytics Launch Extension,"If you are just getting started with Launch, by Adobe, and the Adobe Analytics extension, this video can help you understand custom code window options, timing of code execution, etc.",Launch Implementation,,,"Developer, Data Engineer",Beginner
./help/implementation/via-adobe-launch/using-a-data-layer-to-set-page-name-and-other-variables-via-launch.md,Using a Data Layer to set Page Name and Other Variables in Adobe Analytics via Launch,"Using a data layer for Analytics and other Experience Cloud solutions is considered a best practice. In this video, you’ll see how to pull your values out of the data layer and use them in Launch to populate variables in Adobe Analytics.",Launch Implementation,,,"Developer, Data Engineer",Beginner
./help/implementation/via-adobe-launch/adding-implementation-plug-ins-in-launch.md,Adding Implementation Plug-ins in Launch,"Implementation Plug-ins are pieces of JavaScript code that you can add to your Analytics implementation in order to track additional, custom data. In this video, learn how and where to add the code in Launch.",Launch Implementation,,,"Developer, Data Engineer",Beginner
./help/implementation/via-adobe-launch/use-doplugins-in-the-adobe-analytics-extension.md,Use doPlugins in the Adobe Analytics Extension,Learn to use Experience Platform Launch in order to have more control over your Adobe Analytics hits by leveraging the doPlugins capability.,Launch Implementation,,,"Developer, Data Engineer",Beginner
./help/implementation/via-adobe-launch/configuring-easy-download-link-tracking.md,Configuring Easy Download Link Tracking in Experience Platform Launch,"In just a few clicks in the Adobe Analytics Extension in Experience Platform Launch, you can start tracking download links on your site (links that download non-browser files on your machine). This video shows you how to set it up.",Launch Implementation,,,"Developer, Data Engineer",Beginner
./help/implementation/via-adobe-launch/configuring-easy-exit-link-tracking.md,Configuring Easy Exit Link Tracking in Experience Platform Launch,"In just a few clicks in the Adobe Analytics Extension in Experience Platform Launch, you can start tracking exit links on your site (links that lead off of your site to another site). This video shows you how to set it up.",Launch Implementation,,,"Developer, Data Engineer",Beginner
./help/implementation/via-adobe-launch/preparing-adobe-launch-for-your-analytics-implementation.md,Preparing Experience Platform Launch for your Analytics Implementation,"Before you implement Analytics in Launch, you will need to have some documents standing by, and you will have wanted to set up a few things in the system, both in Analytics and in Launch. This video goes over those things.",Launch Implementation,,,"Developer, Data Engineer",Beginner
./help/implementation/via-adobe-launch/creating-data-elements-in-launch-for-the-analytics-implementation.md,Creating Data Elements in Launch for the Analytics Implementation,"This video shows how to create data elements for your Analytics implementation in Launch, based on the variables and events decided upon and documented in a Solution Design Reference (SDR) document.",Launch Implementation,,,"Developer, Data Engineer",Beginner
./help/implementation/via-adobe-launch/creating-a-global-page-rule-in-launch.md,Creating a Global Page Rule in Launch,There are some data points that you will want to be sent into Adobe Analytics on every page. This video shows how to set up a global page load rule to send those data points in.,Launch Implementation,,,"Developer, Data Engineer",Beginner
./help/implementation/via-adobe-launch/validating-your-global-page-load-rule-in-launch.md,Validating your Global Page Load Rule in Launch,"When you are implementing Adobe Analytics on your site, you will want to be able to validate what you are doing along the way. The Experience Cloud debugger to the rescue! This video shows how to validate your global page load rule with the debugger.",Validation,,,"Developer, Data Engineer",Beginner
./help/implementation/via-adobe-launch/creating-launch-rules-for-special-pages.md,Creating Launch Rules for Special Pages,"In addition to the data that goes in on every page, you will have some data that just needs to go in on one page. This video shows you how to merge that data with the every-page data and send it into Adobe Analytics.",Launch Implementation,,,"Developer, Data Engineer",Beginner
./help/implementation/via-adobe-launch/creating-launch-rules-for-success-events.md,Creating Launch Rules for Success Events,This video will show you how to use Launch to track conversion events (AKA success events) on your site. It will show this in the use case of tracking an application process on a sample site.,Launch Implementation,,,"Developer, Data Engineer",Beginner
./help/implementation/via-adobe-launch/publishing-launch-libraries-to-stage-and-production.md,Publishing Launch Libraries to Stage and Production,"After you have locked in your implementation on your development server, you will want to move it along to a staging environment, test it there, and then move it to your production environment. This video shows that process step by step.",Launch Implementation,,,"Developer, Data Engineer",Beginner
./help/implementation/using-javascript/custom-link-tracking-without-a-tag-manager.md,Custom Link Tracking without a Tag Manager,"For many actions on the page, tracking should not be treated like a page view. In this video, you will learn how to code a link tracking beacon to Analytics, if you are not using a tag manager (like Experience Platform Launch). See the code, as well as learning an important tip.",Appmeasurement Implementation,,,"Developer, Data Engineer",Intermediate
./help/implementation/using-javascript/updating-appmeasurement-when-not-using-adobe-launch.md,Updating AppMeasurement When Not Using Experience Platform Launch,This video shows you how to update your appMeasurement code when you are not using Experience Platform Launch. This includes where to get the code and where to update it.,Appmeasurement Implementation,,,"Developer, Data Engineer",Intermediate
./help/implementation/validating-and-troubleshooting/inspecting-implementations-with-the-adobe-experience-cloud-debugger.md,Inspecting Implementations with the Adobe Experience Cloud Debugger,The Experience Cloud debugger is a tool that allows users to inspect and debug Experience Cloud Tags. This video covers how to use the Experience Cloud Debugger to inspect Analytics implementations.,Validation,,,"Developer, Data Engineer",Beginner
./help/implementation/validating-and-troubleshooting/view-post-processed-hits-with-the-experience-cloud-debugger.md,View Post-Processed Hits with the Experience Cloud Debugger,"Post-processed data is now available in the Experience Cloud Debugger. Login via the Experience Cloud and turn on ""Retrieve post-processed hits"" to see hits after VISTA and processing rules have been applied. For example, if your organization relies heavily on mapping context data in processing rules, you can now see where each context data variable gets stored directly in the debugger.",Validation,,,"Developer, Data Engineer",Beginner
./help/implementation/spa-pages/using-best-practices-when-tracking-spa.md,Using Best Practices when Tracking Single Page Applications (SPA) in Adobe Analytics ,"In this document, we will describe several best practices that you should follow and be aware of as you are using Adobe Analytics to track Single Page Applications (SPA). This doc will focus on using Experience Platform Launch, which is the recommended implementation method.",Implementation Basics,SPA,,"Developer, Data Engineer",Intermediate
./help/components/segmentation/segment-builder-overview.md,Segment Builder Overview,A quick overview and orientation for the segment builder in Adobe Analytics.,Segmentation,,,Business Practitioner,Beginner
./help/components/segmentation/before-after-sequences-in-sequential-segmentation.md,Before/After Sequences in Sequential Segmentation,This video explains how to segment in Adobe Analytics so that you get only the data from before or after a specific user path.,Segmentation,,,Business Practitioner,Beginner
./help/components/segmentation/rolling-date-ranges-in-segments.md,Rolling Date Ranges in Segments, Adobe Analytics allows you to answer questions like - What was my 60-day rolling average for Revenue? or - How many visitors viewed content in my app more than 5 times in the past week? by including rolling date ranges in segments. This video shows you how to do it.,Segmentation,,,Business Practitioner,Beginner
./help/components/segmentation/segment-comparison-in-analysis-workspace.md,Segment Comparison in Analysis Workspace,"Understanding the true differences between marketing segments has always been a difficult and time-consuming process. Segment IQ, part of Analysis Workspace in Adobe Analytics, simplifies this analysis by examining any two Analytics segments across all of your dimensions and metrics to automatically discover their most statistically significant differences.",Segmentation,,,Business Practitioner,Beginner
./help/components/segmentation/segment-containers.md,Segment containers in Adobe Analytics,This video shows how to work with the three different segment container types in the Segment Builder of Adobe Analytics.,Segmentation,,,Business Practitioner,Beginner
./help/components/segmentation/segment-management-and-sharing.md,Segment Management and Sharing in Adobe Analytics,This video shows you how to share and manage segments in Adobe Analytics.,Segmentation,,,Business Practitioner,Beginner
./help/components/segmentation/sequential-segmentation.md,Sequential Segmentation in Adobe Analytics,This video walks you through how to segment on sequences of behavior in Adobe Analytics and how to use that to compare marketing channels and fallouts.,Segmentation,,,Business Practitioner,Beginner
./help/components/segmentation/segmentation-on-distinct-dimension-counts.md,Segmentation on Distinct Dimension Counts,"The new Distinct Count operators in the Segment builder allow you to segment based on the number of unique items within any dimension. Filter for visits where more than 5 pages were viewed, or hits where more than 5 products were purchased, i.e. within a single order.",Segmentation,,,Business Practitioner,Beginner
